name,A4_1,A4_2,A4_3,A6_1,A6_2,A6_3,B2_1,B2_2,B2_3,E10_1,E10_2,E10_3,E6_1,E6_2,E6_3,E9_1,E9_2,E9_3,F1_1,F1_2,F1_3,G12_1,G12_2,G12_3,ctrl_1,ctrl_2,ctrl_3,Majority_Protein_ID,ID,imputed,A4_vs_ctrl_p.val,A6_vs_ctrl_p.val,B2_vs_ctrl_p.val,E10_vs_ctrl_p.val,E6_vs_ctrl_p.val,E9_vs_ctrl_p.val,F1_vs_ctrl_p.val,G12_vs_ctrl_p.val,status in ctrl,A4_vs_ctrl_p.val,A6_vs_ctrl_p.val,B2_vs_ctrl_p.val,E10_vs_ctrl_p.val,E6_vs_ctrl_p.val,E9_vs_ctrl_p.val,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.val,SUM_BYPVAL,A4_vs_ctrl_p.adj,A6_vs_ctrl_p.adj,B2_vs_ctrl_p.adj,E10_vs_ctrl_p.adj,E6_vs_ctrl_p.adj,E9_vs_ctrl_p.adj,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.adj,A4_vs_ctrl_p.adj,A6_vs_ctrl_p.adj,B2_vs_ctrl_p.adj,E10_vs_ctrl_p.adj,E6_vs_ctrl_p.adj,E9_vs_ctrl_p.adj,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.adj,SUM_BYPADJ,,,,,,,,,,,,,,,,,,,,,,,,,,,num_NAs,A4_vs_ctrl_CI.L,A4_vs_ctrl_CI.R,A4_vs_ctrl_diff,A4_vs_ctrl_p.adj,A4_vs_ctrl_p.val,A6_vs_ctrl_CI.L,A6_vs_ctrl_CI.R,A6_vs_ctrl_diff,A6_vs_ctrl_p.adj,A6_vs_ctrl_p.val,B2_vs_ctrl_CI.L,B2_vs_ctrl_CI.R,B2_vs_ctrl_diff,B2_vs_ctrl_p.adj,B2_vs_ctrl_p.val,E10_vs_ctrl_CI.L,E10_vs_ctrl_CI.R,E10_vs_ctrl_diff,E10_vs_ctrl_p.adj,E10_vs_ctrl_p.val,E6_vs_ctrl_CI.L,E6_vs_ctrl_CI.R,E6_vs_ctrl_diff,E6_vs_ctrl_p.adj,E6_vs_ctrl_p.val,E9_vs_ctrl_CI.L,E9_vs_ctrl_CI.R,E9_vs_ctrl_diff,E9_vs_ctrl_p.adj,E9_vs_ctrl_p.val,F1_vs_ctrl_CI.L,F1_vs_ctrl_CI.R,F1_vs_ctrl_diff,F1_vs_ctrl_p.adj,F1_vs_ctrl_p.val,G12_vs_ctrl_CI.L,G12_vs_ctrl_CI.R,G12_vs_ctrl_diff,G12_vs_ctrl_p.adj,G12_vs_ctrl_p.val,A4_vs_ctrl_significant,A6_vs_ctrl_significant,B2_vs_ctrl_significant,E10_vs_ctrl_significant,E6_vs_ctrl_significant,E9_vs_ctrl_significant,F1_vs_ctrl_significant,G12_vs_ctrl_significant,significant,A4_vs_ctrl_significant,A6_vs_ctrl_significant,B2_vs_ctrl_significant,E10_vs_ctrl_significant,E6_vs_ctrl_significant,E9_vs_ctrl_significant,F1_vs_ctrl_significant,G12_vs_ctrl_significant,SUM_STATUS
NP_001230987.1_Gnai3,4.758599116,4.743562229,4.736780854,4.718222389,4.751120887,4.749433934,4.730479906,4.776944138,4.758682273,4.735650309,4.768219469,4.800444308,4.741118819,4.743299246,4.741548679,4.726066364,4.765187108,4.735446921,4.74599258,4.741940953,4.751024189,4.743275232,4.744576187,4.733254789,4.650472968,4.72693501,4.571636995,NP_001230987.1_Gnai3,NP_001230987.1_Gnai3,TRUE,0.000633817,0.001236816,0.000256621,7.22147E-05,0.000974981,0.000951567,0.00063349,0.00114517,not in ct,1,1,1,1,1,1,1,1,8,0.750702923,0.730807936,0.724931675,0.665430442,0.719392608,0.689513883,0.761115299,0.791431663,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.046405436,0.146859381,0.096632409,0.750702923,0.000633817,0.039683774,0.140137718,0.089910746,0.730807936,0.001236816,0.055460143,0.155914087,0.105687115,0.724931675,0.000256621,0.068196065,0.16865001,0.118423037,0.665430442,7.22147E-05,0.042080285,0.142534229,0.092307257,0.719392608,0.000974981,0.042324834,0.142778779,0.092551806,0.689513883,0.000951567,0.046410611,0.146864555,0.096637583,0.761115299,0.00063349,0.040460106,0.14091405,0.090687078,0.791431663,0.00114517,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001231004.1_Gja1,4.675325405,4.682266733,4.708877922,4.673612726,4.711923898,4.683287784,4.707549194,4.72722848,4.741589084,4.660035235,4.679191274,4.7226624,4.680976772,4.71179567,4.696277062,4.731139628,4.744611329,4.723736299,4.683201803,4.686168426,4.701027433,4.645302727,4.664767153,4.680381244,4.686981495,4.717799694,4.70011061,NP_001231004.1_Gja1,NP_001231004.1_Gja1,TRUE,0.417462297,0.44615139,0.138655491,0.365070489,0.73649271,0.054328274,0.465976949,0.02232039,not in ct,0,0,0,0,0,0,0,1,1,0.895162643,0.888104533,0.877633091,0.904135926,0.879725156,0.80237389,0.901525126,0.861639411,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.044979532,0.01936504,-0.012807246,0.895162643,0.417462297,-0.044194749,0.020149822,-0.012022464,0.888104533,0.44615139,-0.008347299,0.055997272,0.023824986,0.877633091,0.138655491,-0.046506582,0.017837989,-0.014334297,0.904135926,0.365070489,-0.037453051,0.02689152,-0.005280765,0.879725156,0.73649271,-0.000640467,0.063704104,0.031531819,0.80237389,0.054328274,-0.043670331,0.02067424,-0.011498046,0.901525126,0.465976949,-0.070319177,-0.005974606,-0.038146892,0.861639411,0.02232039,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001231065.1_Creld2,4.736051671,4.732660251,4.70124945,4.721663406,4.743909525,4.721272857,4.704394024,4.739324253,4.700318708,4.661479557,4.684355955,4.720518768,4.740415733,4.779479167,4.779729623,4.721344913,4.765485337,4.738521645,4.613856005,4.690411167,4.672095559,4.66537578,4.677298075,4.683171318,4.651230255,4.771668918,4.556924267,NP_001231065.1_Creld2,NP_001231065.1_Creld2,TRUE,0.064299477,0.045477343,0.106566592,0.38456843,0.003495324,0.019763767,0.972008649,0.641620005,not in ct,0,1,0,0,1,1,0,0,3,0.862313008,0.838611799,0.873094633,0.905023325,0.758123199,0.777998975,0.914870534,0.917783187,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.004107802,0.130866424,0.063379311,0.862313008,0.064299477,0.001520336,0.136494562,0.069007449,0.838611799,0.045477343,-0.012749264,0.122224961,0.054737848,0.873094633,0.106566592,-0.0386435,0.096330726,0.028843613,0.905023325,0.38456843,0.039113248,0.174087474,0.106600361,0.758123199,0.003495324,0.014355705,0.149329931,0.081842818,0.777998975,0.019763767,-0.068640682,0.066333543,-0.00115357,0.914870534,0.972008649,-0.052146535,0.08282769,0.015340578,0.917783187,0.641620005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001231204.2_Por,4.858439591,4.875409722,4.860807071,4.828386504,4.860704425,4.871459466,4.877603762,4.869220128,4.867058424,4.845809198,4.859087167,4.826433884,4.856966816,4.878752762,4.883915872,4.83952194,4.858452092,4.864180303,4.841976841,4.879012629,4.859966741,4.850475775,4.881243952,4.868519411,4.672616169,4.72774045,4.574651917,NP_001231204.2_Por,NP_001231204.2_Por,TRUE,1.21774E-08,3.16441E-08,7.20558E-09,7.35353E-08,6.17009E-09,3.02332E-08,1.78044E-08,1.04459E-08,not in ct,1,1,1,1,1,1,1,1,8,0.198990098,0.153533422,0.183645803,0.235032162,0.181470838,0.245445771,0.236397328,0.175066965,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.158281222,0.254817343,0.206549283,0.198990098,1.21774E-08,0.146912559,0.24344868,0.19518062,0.153533422,3.16441E-08,0.164689866,0.261225986,0.212957926,0.183645803,7.20558E-09,0.137172511,0.233708631,0.185440571,0.235032162,7.35353E-08,0.166607577,0.263143698,0.214875638,0.181470838,6.17009E-09,0.147447206,0.243983326,0.195715266,0.245445771,3.02332E-08,0.153714498,0.250250619,0.201982558,0.236397328,1.78044E-08,0.16014214,0.256678261,0.208410201,0.175066965,1.04459E-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001231227.1_Znf330,4.699666933,4.662084725,4.660383442,4.65623634,4.673548165,4.645967821,4.614359272,4.660967729,4.652119547,4.669726972,4.619512807,4.660537705,4.673387468,4.667554563,4.653964983,4.679470916,4.692809306,4.680891736,4.647759735,4.667291909,4.550849404,4.670022877,4.665456326,4.665874315,4.691949024,4.762599185,4.559552805,NP_001231227.1_Znf330,NP_001231227.1_Znf330,TRUE,0.936072142,0.702301157,0.391097956,0.522754663,0.848092536,0.696988396,0.14895996,0.898743513,not in ct,0,0,0,0,0,0,0,0,0,0.910269224,0.897879812,0.895237081,0.910309675,0.883055935,0.860604881,0.882606369,0.923616219,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.065858616,0.071214673,0.002678029,0.910269224,0.936072142,-0.08131954,0.055753749,-0.012782896,0.897879812,0.702301157,-0.097421467,0.039651822,-0.028884822,0.895237081,0.391097956,-0.089977821,0.047095468,-0.021441176,0.910309675,0.522754663,-0.074934644,0.062138645,-0.006398,0.883055935,0.848092536,-0.055512996,0.081560293,0.013023648,0.860604881,0.696988396,-0.117936633,0.019136656,-0.049399988,0.882606369,0.14895996,-0.072785809,0.06428748,-0.004249165,0.923616219,0.898743513,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001231777.1_Scarb1,4.616263922,4.64084786,4.652571602,4.577894436,4.637317991,4.685456877,4.688571461,4.701471092,4.684373131,4.658308482,4.682028756,4.565956147,4.638727904,4.668522513,4.618851824,4.592427641,4.606499201,4.65112906,4.584562612,4.677456172,4.676868488,4.612768459,4.673719904,4.64124128,4.658228589,4.699016047,4.553172693,NP_001231777.1_Scarb1,NP_001231777.1_Scarb1,TRUE,0.994375633,0.925414984,0.125654614,0.968405954,0.880287382,0.563637997,0.784701934,0.867982806,not in ct,0,0,0,0,0,0,0,0,0,0.911545598,0.904252494,0.875942776,0.921680164,0.883963655,0.855386208,0.910719016,0.922986428,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.071490736,0.071001439,-0.000244648,0.911545598,0.994375633,-0.074495429,0.067996746,-0.003249342,0.904252494,0.925414984,-0.016579969,0.125912206,0.054666118,0.875942776,0.125654614,-0.072620735,0.069871439,-0.001374648,0.921680164,0.968405954,-0.066017783,0.076474391,0.005228304,0.883963655,0.880287382,-0.091366563,0.051125612,-0.020120476,0.855386208,0.563637997,-0.061756106,0.080736069,0.009489981,0.910719016,0.784701934,-0.065475316,0.077016858,0.005770771,0.922986428,0.867982806,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001231779.1_Adk,4.673076829,4.686474247,4.659874974,4.706593862,4.696703881,4.675777247,4.685303443,4.709665914,4.680206348,4.674239527,4.646312669,4.673284743,4.668285401,4.670656315,4.663517253,4.707700856,4.701607782,4.694806365,4.664727918,4.656847055,4.6549919,4.688514009,4.652400526,4.674440101,4.658549093,4.746094872,4.619008629,NP_001231779.1_Adk,NP_001231779.1_Adk,TRUE,0.944360314,0.364776759,0.398869746,0.623462155,0.726735334,0.192898474,0.440085588,0.891033139,not in ct,0,0,0,0,0,0,0,0,0,0.910453211,0.883888115,0.895574616,0.913413324,0.879417823,0.830980738,0.900559074,0.923459655,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.042846805,0.040029109,-0.001408848,0.910453211,0.944360314,-0.022963825,0.059912089,0.018474132,0.883888115,0.364776759,-0.024263587,0.058612328,0.017174371,0.895574616,0.398869746,-0.051376509,0.031499405,-0.009938552,0.913413324,0.623462155,-0.048502499,0.034373415,-0.007064542,0.879417823,0.726735334,-0.014617154,0.06825876,0.026820803,0.830980738,0.192898474,-0.057133197,0.025742717,-0.01569524,0.900559074,0.440085588,-0.044203943,0.038671971,-0.002765986,0.923459655,0.891033139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233606.1_Cope,4.748091804,4.783322202,4.806931838,4.71241203,4.713390125,4.804914342,4.807219298,4.814731961,4.799258969,4.792259498,4.777988086,4.699420207,4.827068956,4.816043847,4.811699638,4.834476926,4.81470718,4.82442802,4.760501142,4.803322027,4.77372619,4.774609357,4.782267463,4.785690193,4.65406388,4.744761991,4.542735641,NP_001233606.1_Cope,NP_001233606.1_Cope,TRUE,0.000701228,0.00880773,9.56738E-05,0.00358769,4.29421E-05,2.75257E-05,0.00071477,0.000633603,not in ct,1,1,1,1,1,1,1,1,8,0.753927015,0.795788557,0.687475372,0.809023061,0.596711797,0.545515433,0.764820848,0.77342249,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.06278652,0.201736368,0.132261444,0.753927015,0.000701228,0.026910071,0.165859919,0.096384995,0.795788557,0.00880773,0.090407982,0.229357829,0.159882906,0.687475372,9.56738E-05,0.039893836,0.178843683,0.109368759,0.809023061,0.00358769,0.101608719,0.240558567,0.171083643,0.596711797,4.29421E-05,0.107875281,0.246825129,0.177350205,0.545515433,2.75257E-05,0.062521025,0.201470873,0.131995949,0.764820848,0.00071477,0.064193577,0.203143424,0.1336685,0.77342249,0.000633603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233609.1_Sptlc2,4.772165515,4.735527863,4.751071947,4.75284836,4.740365861,4.74842231,4.747902794,4.743918232,4.742212843,4.753649386,4.761721882,4.74999549,4.753114437,4.749523611,4.746124703,4.744798968,4.739864369,4.757509354,4.760862931,4.755383454,4.750548423,4.744396565,4.744042877,4.753898358,4.67863943,4.723822021,4.561356193,NP_001233609.1_Sptlc2,NP_001233609.1_Sptlc2,TRUE,0.00031049,0.000566809,0.000740069,0.0002462,0.000441295,0.000556239,0.000234152,0.000553023,not in ct,1,1,1,1,1,1,1,1,8,0.726628018,0.699705334,0.75993119,0.719676733,0.692264148,0.67073026,0.728067549,0.769051366,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.050733165,0.145898622,0.098315894,0.726628018,0.00031049,0.045023567,0.140189024,0.092606296,0.699705334,0.000566809,0.042489347,0.137654803,0.090072075,0.75993119,0.000740069,0.052933642,0.148099099,0.100516371,0.719676733,0.0002462,0.047398974,0.142564431,0.094981702,0.692264148,0.000441295,0.045202288,0.140367744,0.092785016,0.67073026,0.000556239,0.053409659,0.148575116,0.100992388,0.728067549,0.000234152,0.045257323,0.14042278,0.092840052,0.769051366,0.000553023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233615.1_Gbf1,4.739369231,4.723145222,4.75288232,4.724664744,4.711878276,4.77397203,4.770355125,4.742369574,4.754192406,4.781881054,4.766268085,4.74299474,4.74729823,4.756656208,4.764818376,4.759683794,4.741565575,4.760637341,4.795283322,4.789222945,4.791178404,4.76566929,4.754391035,4.772187302,4.691473665,4.709989276,4.594414076,NP_001233615.1_Gbf1,NP_001233615.1_Gbf1,TRUE,0.001865546,0.002250334,0.000251785,9.80419E-05,0.000234203,0.000306389,3.96508E-06,9.39314E-05,not in ct,1,1,1,1,1,1,1,1,8,0.782947758,0.752507364,0.724255595,0.679842978,0.668702488,0.648578571,0.537534435,0.703115935,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.030313938,0.116032565,0.073173252,0.782947758,0.001865546,0.028686698,0.114405324,0.071546011,0.752507364,0.002250334,0.047487382,0.133206009,0.090346696,0.724255595,0.000251785,0.055562974,0.1412816,0.098422287,0.679842978,9.80419E-05,0.048105952,0.133824579,0.090965265,0.668702488,0.000234203,0.045810584,0.131529211,0.088669898,0.648578571,0.000306389,0.083743238,0.169461864,0.126602551,0.537534435,3.96508E-06,0.05593089,0.141649517,0.098790203,0.703115935,9.39314E-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233616.1_Npc1,4.59329261,4.613000251,4.634983884,4.592904724,4.605322236,4.634689783,4.617831774,4.619330028,4.612039271,4.59883424,4.62905706,4.590263594,4.618664546,4.642428667,4.638492486,4.601508719,4.60167624,4.613044806,4.58700136,4.644455898,4.639495262,4.616403158,4.631929106,4.614075745,4.655415977,4.773619422,4.55938895,NP_001233616.1_Npc1,NP_001233616.1_Npc1,TRUE,0.12266106,0.103897987,0.142985129,0.076712871,0.342741857,0.07366964,0.213196892,0.182934729,not in ct,0,0,0,0,0,0,0,0,0,0.873913308,0.857360144,0.878159414,0.876952672,0.863268249,0.809388576,0.888547027,0.897862079,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.112439266,0.014340863,-0.049049202,0.873913308,0.12266106,-0.115225933,0.011554196,-0.051835869,0.857360144,0.103897987,-0.109797823,0.016982305,-0.046407759,0.878159414,0.142985129,-0.12014655,0.006633579,-0.056756485,0.876952672,0.076712871,-0.093002948,0.033777181,-0.029612883,0.863268249,0.342741857,-0.120788259,0.00599187,-0.057398195,0.809388576,0.07366964,-0.102547341,0.024232788,-0.039157277,0.888547027,0.213196892,-0.105395511,0.021384617,-0.042005447,0.897862079,0.182934729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233656.1_G6pd,4.88920737,4.875297352,4.849824489,4.876243748,4.849194807,4.857662766,4.820143103,4.792680991,4.799139626,4.856585048,4.836254071,4.845378964,4.867294079,4.866707968,4.860161844,4.82393462,4.818076277,4.815309766,4.858018216,4.856306609,4.868503549,4.848915367,4.841212459,4.844876464,4.636273997,4.756465128,4.590847904,NP_001233656.1_G6pd,NP_001233656.1_G6pd,TRUE,1.40151E-08,3.29414E-08,5.56998E-06,1.17578E-07,2.42675E-08,1.33014E-06,3.3192E-08,1.29053E-07,not in ct,1,1,1,1,1,1,1,1,8,0.205190107,0.154989178,0.549781203,0.255732895,0.231428389,0.403615301,0.263147881,0.303584228,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.160708177,0.25978661,0.210247394,0.205190107,1.40151E-08,0.150298881,0.249377314,0.199838097,0.154989178,3.29414E-08,0.093253014,0.192331447,0.14279223,0.549781203,5.56998E-06,0.135337801,0.234416234,0.184877018,0.255732895,1.17578E-07,0.153986404,0.253064837,0.203525621,0.231428389,2.42675E-08,0.108371995,0.207450428,0.157911211,0.403615301,1.33014E-06,0.150207899,0.249286332,0.199747115,0.263147881,3.3192E-08,0.134266537,0.23334497,0.183805753,0.303584228,1.29053E-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233672.1_Eef1e1,4.553390835,4.644410013,4.655878338,4.648018144,4.61216121,4.651458562,4.69640294,4.629773415,4.664283731,4.629497092,4.629039823,4.545741134,4.672145465,4.679686905,4.666649333,4.676155048,4.659469005,4.703386989,4.665285064,4.647826715,4.630769053,4.604627897,4.671461007,4.612402998,4.640539278,4.737476006,4.540169675,NP_001233672.1_Eef1e1,NP_001233672.1_Eef1e1,TRUE,0.546326279,0.950967058,0.49955179,0.291070155,0.351149922,0.263527529,0.809407934,0.780517798,not in ct,0,0,0,0,0,0,0,0,0,0.899947116,0.904913233,0.899475618,0.900283042,0.863767715,0.837927609,0.911300481,0.921110231,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7,-0.094353549,0.0513497,-0.021501924,0.899947116,0.546326279,-0.075033972,0.070669277,-0.002182348,0.904913233,0.950967058,-0.048759916,0.096943333,0.024091709,0.899475618,0.49955179,-0.110820594,0.034882655,-0.03796897,0.900283042,0.291070155,-0.039419376,0.106283873,0.033432248,0.863767715,0.351149922,-0.032576263,0.113126986,0.040275361,0.837927609,0.263527529,-0.064286333,0.081416916,0.008565291,0.911300481,0.809407934,-0.08274931,0.062953939,-0.009897686,0.921110231,0.780517798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233675.1_Sec22b,4.74826513,4.761802682,4.745521943,4.771447083,4.750936521,4.745901718,4.761098405,4.780548459,4.766837071,4.74319187,4.722035101,4.717638249,4.760217487,4.773422499,4.764336159,4.760110257,4.773865573,4.774950047,4.731746334,4.771985704,4.731822218,4.743506122,4.747443044,4.727032319,4.66824172,4.708861678,4.735750557,NP_001233675.1_Sec22b,NP_001233675.1_Sec22b,TRUE,0.003209488,0.001593712,0.000167873,0.118351538,0.000302691,0.000163766,0.009430239,0.023286826,not in ct,1,1,1,0,1,1,1,1,7,0.797465362,0.740218586,0.709426578,0.884760491,0.678451875,0.623785098,0.83103,0.862450517,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.017786676,0.077370524,0.0475786,0.797465362,0.003209488,0.022018531,0.08160238,0.051810455,0.740218586,0.001593712,0.035418069,0.095001917,0.065209993,0.709426578,0.000167873,-0.006454836,0.053129012,0.023337088,0.884760491,0.118351538,0.031915473,0.091499321,0.061707397,0.678451875,0.000302691,0.035565383,0.095149232,0.065357308,0.623785098,0.000163766,0.011108176,0.070692024,0.0409001,0.83103,0.009430239,0.005250586,0.064834434,0.03504251,0.862450517,0.023286826,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233677.1_Slc3a2,4.639644799,4.705524129,4.741179389,4.682064144,4.696497733,4.738841849,4.699215401,4.746694335,4.718578079,4.714214016,4.694755902,4.67321635,4.736422214,4.731247512,4.713487451,4.718442706,4.734465022,4.70695545,4.711535454,4.701601056,4.699392691,4.713090549,4.68824931,4.679451902,4.661137355,4.734452296,4.744203738,NP_001233677.1_Slc3a2,NP_001233677.1_Slc3a2,TRUE,0.435781645,0.74258356,0.717245673,0.401436347,0.545241781,0.768392855,0.689383554,0.390328282,not in ct,0,0,0,0,0,0,0,0,0,0.895917798,0.899130325,0.906002008,0.905756724,0.873027051,0.863097585,0.908344391,0.909773569,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.064403446,0.028773398,-0.017815024,0.895917798,0.435781645,-0.054051643,0.039125201,-0.007463221,0.899130325,0.74258356,-0.038356946,0.054819897,0.008231475,0.906002008,0.717245673,-0.065790795,0.027386048,-0.019202374,0.905756724,0.401436347,-0.032800492,0.060376351,0.013787929,0.873027051,0.545241781,-0.039898492,0.053278351,0.00668993,0.863097585,0.768392855,-0.055676484,0.037500359,-0.009088062,0.908344391,0.689383554,-0.066255631,0.026921212,-0.019667209,0.909773569,0.390328282,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233678.1_Lamp2,4.639419074,4.668053917,4.650032832,4.647982238,4.664620342,4.667433074,4.600747454,4.613185557,4.599463567,4.644986325,4.634353203,4.618782998,4.630978107,4.638473828,4.646368303,4.584304052,4.570436424,4.572139979,4.632029533,4.619162493,4.620879533,4.544466903,4.655016664,4.623918857,4.663480961,4.710772099,4.544812976,NP_001233678.1_Lamp2,NP_001233678.1_Lamp2,TRUE,0.645210437,0.46690106,0.212917521,0.801580229,0.96891026,0.029332776,0.573982361,0.257919723,not in ct,0,0,0,0,0,1,0,0,1,0.902994455,0.889062746,0.884924795,0.918007252,0.886368067,0.787742278,0.905101828,0.903268413,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.044171917,0.069798441,0.012813262,0.902994455,0.645210437,-0.036661973,0.077308385,0.020323206,0.889062746,0.46690106,-0.092208332,0.021762026,-0.035223153,0.884924795,0.212917521,-0.063966349,0.050004009,-0.00698117,0.918007252,0.801580229,-0.058067112,0.055903246,-0.001081933,0.886368067,0.96891026,-0.121047039,-0.007076682,-0.06406186,0.787742278,0.029332776,-0.072650004,0.041320353,-0.015664826,0.905101828,0.573982361,-0.08887305,0.025097308,-0.031887871,0.903268413,0.257919723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
NP_001233688.1_Sptlc1,4.587616837,4.570382842,4.619462186,4.616799743,4.597411605,4.627984233,4.605067187,4.60016938,4.623016338,4.631897828,4.590258173,4.572982409,4.618539093,4.632263203,4.602843599,4.6314529,4.618547723,4.619194801,4.599264113,4.587382047,4.601782909,4.599646729,4.613639053,4.613965022,4.681838957,4.719768375,4.597315376,NP_001233688.1_Sptlc1,NP_001233688.1_Sptlc1,TRUE,0.001993611,0.02105046,0.012927245,0.003870144,0.031056541,0.051651096,0.003012394,0.01247542,not in ct,1,1,1,1,1,0,1,1,7,0.784781207,0.819586574,0.832963795,0.811067942,0.812935633,0.80119751,0.804534793,0.85005964,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-0.117401319,-0.030239242,-0.073820281,0.784781207,0.001993611,-0.095823414,-0.008661337,-0.052242376,0.819586574,0.02105046,-0.100470973,-0.013308896,-0.056889934,0.832963795,0.012927245,-0.111509138,-0.02434706,-0.067928099,0.811067942,0.003870144,-0.092006643,-0.004844566,-0.048425604,0.812935633,0.031056541,-0.086823466,0.000338611,-0.043242428,0.80119751,0.051651096,-0.113745585,-0.026583507,-0.070164546,0.804534793,0.003012394,-0.100805006,-0.013642929,-0.057223968,0.85005964,0.01247542,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
