name,A4_1,A4_2,A4_3,A6_1,A6_2,A6_3,B2_1,B2_2,B2_3,E10_1,E10_2,E10_3,E6_1,E6_2,E6_3,E9_1,E9_2,E9_3,F1_1,F1_2,F1_3,G12_1,G12_2,G12_3,ctrl_1,ctrl_2,ctrl_3,Majority_Protein_ID,ID,imputed,A4_vs_ctrl_p.val,A6_vs_ctrl_p.val,B2_vs_ctrl_p.val,E10_vs_ctrl_p.val,E6_vs_ctrl_p.val,E9_vs_ctrl_p.val,F1_vs_ctrl_p.val,G12_vs_ctrl_p.val,status in ctrl,A4_vs_ctrl_p.val,A6_vs_ctrl_p.val,B2_vs_ctrl_p.val,E10_vs_ctrl_p.val,E6_vs_ctrl_p.val,E9_vs_ctrl_p.val,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.val,SUM_BYPVAL,A4_vs_ctrl_p.adj,A6_vs_ctrl_p.adj,B2_vs_ctrl_p.adj,E10_vs_ctrl_p.adj,E6_vs_ctrl_p.adj,E9_vs_ctrl_p.adj,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.adj,A4_vs_ctrl_p.adj,A6_vs_ctrl_p.adj,B2_vs_ctrl_p.adj,E10_vs_ctrl_p.adj,E6_vs_ctrl_p.adj,E9_vs_ctrl_p.adj,F1_vs_ctrl_p.adj,G12_vs_ctrl_p.adj,SUM_BYPADJ,,,,,,,,,,,,,,,,,,,,,,,,,,,num_NAs,A4_vs_ctrl_CI.L,A4_vs_ctrl_CI.R,A4_vs_ctrl_diff,A4_vs_ctrl_p.adj,A4_vs_ctrl_p.val,A6_vs_ctrl_CI.L,A6_vs_ctrl_CI.R,A6_vs_ctrl_diff,A6_vs_ctrl_p.adj,A6_vs_ctrl_p.val,B2_vs_ctrl_CI.L,B2_vs_ctrl_CI.R,B2_vs_ctrl_diff,B2_vs_ctrl_p.adj,B2_vs_ctrl_p.val,E10_vs_ctrl_CI.L,E10_vs_ctrl_CI.R,E10_vs_ctrl_diff,E10_vs_ctrl_p.adj,E10_vs_ctrl_p.val,E6_vs_ctrl_CI.L,E6_vs_ctrl_CI.R,E6_vs_ctrl_diff,E6_vs_ctrl_p.adj,E6_vs_ctrl_p.val,E9_vs_ctrl_CI.L,E9_vs_ctrl_CI.R,E9_vs_ctrl_diff,E9_vs_ctrl_p.adj,E9_vs_ctrl_p.val,F1_vs_ctrl_CI.L,F1_vs_ctrl_CI.R,F1_vs_ctrl_diff,F1_vs_ctrl_p.adj,F1_vs_ctrl_p.val,G12_vs_ctrl_CI.L,G12_vs_ctrl_CI.R,G12_vs_ctrl_diff,G12_vs_ctrl_p.adj,G12_vs_ctrl_p.val,A4_vs_ctrl_significant,A6_vs_ctrl_significant,B2_vs_ctrl_significant,E10_vs_ctrl_significant,E6_vs_ctrl_significant,E9_vs_ctrl_significant,F1_vs_ctrl_significant,G12_vs_ctrl_significant,significant,A4_vs_ctrl_significant,A6_vs_ctrl_significant,B2_vs_ctrl_significant,E10_vs_ctrl_significant,E6_vs_ctrl_significant,E9_vs_ctrl_significant,F1_vs_ctrl_significant,G12_vs_ctrl_significant,SUM_STATUS
XP_027268752.1_P3h2,4.761183755,4.79498455,4.766414833,4.730124946,4.763233922,4.75948219,4.746787216,4.778902078,4.758091879,4.781238736,4.79979404,4.793471144,4.753829451,4.781849245,4.778740426,4.747100853,4.762523688,4.770854686,4.637325699,4.763513949,4.753571664,4.715926235,4.790769014,4.772865755,4.669288959,4.682548056,4.596163172,XP_027268752.1_P3h2,XP_027268752.1_P3h2,TRUE,8.91154E-05,0.000772364,0.00029608,1.82603E-05,0.000114645,0.00032801,0.014809456,0.000337487,not in ct,1,1,1,1,1,1,1,1,8,0.67851295,0.71243667,0.729959193,0.593024764,0.640004629,0.651182184,0.840505622,0.752403687,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.070937958,0.178784009,0.124860983,0.67851295,8.91154E-05,0.047690598,0.155536649,0.101613624,0.71243667,0.000772364,0.05800397,0.16585002,0.111926995,0.729959193,0.00029608,0.088244886,0.196090936,0.142167911,0.593024764,1.82603E-05,0.068216619,0.17606267,0.122139644,0.640004629,0.000114645,0.056903321,0.164749372,0.110826346,0.651182184,0.00032801,0.014880683,0.122726733,0.068803708,0.840505622,0.014809456,0.056597247,0.164443297,0.110520272,0.752403687,0.000337487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027268794.1_Dnajb11,4.824832468,4.864297172,4.84917771,4.792498331,4.833974584,4.85200176,4.840687916,4.871594794,4.840450912,4.820430863,4.838140292,4.799831357,4.870326393,4.892364373,4.884166341,4.868762163,4.891514726,4.889861721,4.809826815,4.853784047,4.831388989,4.828434619,4.84876728,4.838182028,4.691814697,4.736411812,4.563241492,XP_027268794.1_Dnajb11,XP_027268794.1_Dnajb11,TRUE,1.04685E-06,5.49547E-06,7.09082E-07,9.72313E-06,6.18636E-08,5.70048E-08,3.45342E-06,1.9604E-06,not in ct,1,1,1,1,1,1,1,1,8,0.439108556,0.443036895,0.424361875,0.555730441,0.268898549,0.26962842,0.52944778,0.491960598,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.126015465,0.2385441,0.182279782,0.439108556,1.04685E-06,0.10607124,0.218599875,0.162335558,0.443036895,5.49547E-06,0.130824223,0.243352857,0.18708854,0.424361875,7.09082E-07,0.099380519,0.211909154,0.155644837,0.555730441,9.72313E-06,0.162198718,0.274727352,0.218463035,0.268898549,6.18636E-08,0.163292552,0.275821186,0.219556869,0.26962842,5.70048E-08,0.111579633,0.224108267,0.16784395,0.52944778,3.45342E-06,0.118374324,0.230902959,0.174638642,0.491960598,1.9604E-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027268909.1_Ufd1,4.651857617,4.684581365,4.67646668,4.670245809,4.679682541,4.650237508,4.691341211,4.703679792,4.666971786,4.65366832,4.674171944,4.550768772,4.676001873,4.682298995,4.662027924,4.688776085,4.693512719,4.687468156,4.658870835,4.684673896,4.664544237,4.671095556,4.683746112,4.685239508,4.657468767,4.732352715,4.666085179,XP_027268909.1_Ufd1,XP_027268909.1_Ufd1,TRUE,0.530115247,0.417206064,0.9288683,0.015438605,0.602914154,0.839080217,0.485559312,0.816541761,not in ct,0,0,0,1,0,0,0,0,1,0.899403913,0.886695609,0.911036299,0.844768908,0.875219968,0.865415116,0.902224195,0.921899699,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.060981926,0.032314594,-0.014333666,0.899403913,0.530115247,-0.065228528,0.028067992,-0.018580268,0.886695609,0.417206064,-0.044619551,0.04867697,0.002028709,0.911036299,0.9288683,-0.105747468,-0.012450948,-0.059099208,0.844768908,0.015438605,-0.05850755,0.034788971,-0.01185929,0.875219968,0.602914154,-0.042031494,0.051265027,0.004616766,0.865415116,0.839080217,-0.062587491,0.03070903,-0.015939231,0.902224195,0.485559312,-0.051923421,0.041373099,-0.005275161,0.921899699,0.816541761,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027268969.1_Smpd4,4.632555675,4.545620395,4.612599115,4.62595031,4.607386314,4.613075648,4.605445768,4.6038212,4.615590122,4.618236293,4.636878579,4.631122855,4.60764599,4.578570519,4.628067155,4.626282464,4.623586905,4.602481632,4.643649464,4.616321302,4.619636627,4.618952216,4.630462571,4.664612948,4.676509744,4.7230927,4.570428971,XP_027268969.1_Smpd4,XP_027268969.1_Smpd4,TRUE,0.031356302,0.126833847,0.07587077,0.293597107,0.058180949,0.145111171,0.258064254,0.479552065,not in ct,1,0,0,0,0,0,0,0,1,0.848674972,0.861686457,0.867129111,0.900429958,0.82669632,0.824650225,0.891695361,0.9130432,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.113632981,-0.005871173,-0.059752077,0.848674972,0.031356302,-0.095087285,0.012674523,-0.041206381,0.861686457,0.126833847,-0.102272346,0.005489462,-0.048391442,0.867129111,0.07587077,-0.081812133,0.025949675,-0.027931229,0.900429958,0.293597107,-0.105796821,0.001964987,-0.051915917,0.82669632,0.058180949,-0.093107708,0.014654099,-0.039226805,0.824650225,0.145111171,-0.084022245,0.023739563,-0.030141341,0.891695361,0.258064254,-0.072548798,0.03521301,-0.018667894,0.9130432,0.479552065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027268999.1_Crkl,4.659896552,4.642250704,4.70157604,4.66342564,4.640115698,4.663953506,4.656318992,4.720421052,4.689241993,4.650390316,4.661576362,4.580394012,4.715487256,4.699222279,4.701199303,4.717241291,4.69587281,4.704689727,4.655220026,4.678020742,4.664630068,4.663661815,4.664352283,4.666523465,4.632616587,4.741848987,4.566374243,XP_027268999.1_Crkl,XP_027268999.1_Crkl,TRUE,0.470393994,0.758440147,0.158130166,0.576923805,0.053224875,0.050909722,0.512227923,0.536955511,not in ct,0,0,0,0,0,0,0,0,0,0.897268811,0.899608244,0.879878057,0.912037805,0.824784775,0.800860251,0.90313703,0.91486304,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-0.038282118,0.080204438,0.02096116,0.897268811,0.470393994,-0.050358269,0.068128287,0.008885009,0.899608244,0.758440147,-0.017529204,0.100957352,0.041714074,0.879878057,0.158130166,-0.075402987,0.043083569,-0.016159709,0.912037805,0.576923805,-0.000886937,0.117599618,0.05835634,0.824784775,0.053224875,-0.000255274,0.118231282,0.058988004,0.800860251,0.050909722,-0.040232938,0.078253618,0.01901034,0.90313703,0.512227923,-0.041344029,0.077142527,0.017899249,0.91486304,0.536955511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269001.1_Pi4ka,4.579971468,4.55460712,4.593267267,4.59621001,4.569532474,4.644836499,4.594213026,4.560194375,4.619550082,4.584076487,4.605728438,4.599755394,4.551384651,4.579885616,4.588073125,4.595472022,4.588809703,4.604622652,4.575470387,4.595286353,4.607273106,4.592326179,4.612184824,4.599900984,4.654595701,4.753812014,4.567118788,XP_027269001.1_Pi4ka,XP_027269001.1_Pi4ka,TRUE,0.008805068,0.068383869,0.028705127,0.041922422,0.00702321,0.041270627,0.031725036,0.059396303,not in ct,1,0,1,1,1,1,1,0,6,0.821887852,0.848053183,0.849121786,0.865516263,0.77701971,0.795926999,0.855425228,0.879393163,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-0.142067406,-0.023053026,-0.082560216,0.821887852,0.008805068,-0.114489696,0.004524684,-0.054982506,0.848053183,0.068383869,-0.126696863,-0.007682483,-0.067189673,0.849121786,0.028705127,-0.121495918,-0.002481538,-0.061988728,0.865516263,0.041922422,-0.14490156,-0.025887181,-0.085394371,0.77701971,0.00702321,-0.121714565,-0.002700185,-0.062207375,0.795926999,0.041270627,-0.125339409,-0.006325029,-0.065832219,0.855425228,0.031725036,-0.116545362,0.002469018,-0.057038172,0.879393163,0.059396303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269009.1_Ube2l3,4.765963537,4.765526595,4.746151622,4.794929909,4.766277899,4.764905113,4.775921856,4.754725304,4.77445409,4.756943972,4.748056208,4.805864548,4.771535298,4.75431501,4.749866007,4.762596271,4.770511335,4.793300124,4.769770289,4.736514973,4.732140045,4.759283874,4.774963805,4.75650192,4.673040223,4.771004854,4.742750173,XP_027269009.1_Ube2l3,XP_027269009.1_Ube2l3,TRUE,0.125761664,0.023278737,0.05022896,0.040885346,0.133543982,0.023020948,0.375311676,0.082272296,not in ct,0,1,0,1,0,1,0,0,3,0.874352192,0.822170542,0.859679316,0.865025943,0.844048627,0.78180106,0.897892107,0.884911839,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-0.009196238,0.069760575,0.030282168,0.874352192,0.125761664,0.006960817,0.085917631,0.046439224,0.822170542,0.023278737,-4.3073E-05,0.07891374,0.039435334,0.859679316,0.05022896,0.001878087,0.0808349,0.041356493,0.865025943,0.040885346,-0.009838051,0.069118762,0.029640355,0.844048627,0.133543982,0.007059087,0.0860159,0.046537494,0.78180106,0.023020948,-0.022268387,0.056688426,0.017210019,0.897892107,0.375311676,-0.004826957,0.074129857,0.03465145,0.884911839,0.082272296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269018.1_Mapk1,4.816415531,4.815690073,4.826955986,4.774794969,4.807704234,4.811909676,4.831907313,4.820592288,4.809203703,4.801604517,4.786472093,4.813741864,4.813065788,4.814698831,4.820654814,4.822226995,4.81758046,4.814892179,4.807509212,4.812994815,4.809117487,4.802428514,4.790798059,4.821331807,4.6442987,4.730470413,4.716024877,XP_027269018.1_Mapk1,XP_027269018.1_Mapk1,TRUE,1.12318E-07,2.13555E-06,1.00109E-07,1.50512E-06,1.79311E-07,1.35945E-07,4.16515E-07,8.30788E-07,not in ct,1,1,1,1,1,1,1,1,8,0.293666245,0.379057363,0.312364947,0.432752898,0.316800841,0.306226689,0.395840389,0.433794408,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.089956095,0.155555638,0.122755866,0.293666245,1.12318E-07,0.068405192,0.134004734,0.101204963,0.379057363,2.13555E-06,0.090836667,0.156436209,0.123636438,0.312364947,1.00109E-07,0.070875057,0.136474599,0.103674828,0.432752898,1.50512E-06,0.08640871,0.152008252,0.119208481,0.316800841,1.79311E-07,0.08850211,0.154101652,0.121301881,0.306226689,1.35945E-07,0.080142737,0.145742279,0.112942508,0.395840389,4.16515E-07,0.075121692,0.140721235,0.107921463,0.433794408,8.30788E-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269019.1_Ppm1f,4.68857127,4.609405742,4.669446554,4.691062754,4.668213945,4.683578059,4.682300918,4.678865425,4.671921307,4.656333381,4.654677748,4.691630645,4.682958392,4.709353817,4.67045834,4.667309529,4.681004627,4.674632837,4.652058335,4.682814257,4.673472222,4.681150088,4.672454141,4.672121188,4.645870616,4.712835035,4.556357766,XP_027269019.1_Ppm1f,XP_027269019.1_Ppm1f,TRUE,0.491870387,0.102298911,0.129583993,0.254959586,0.061544852,0.164054821,0.226252553,0.153942143,not in ct,0,0,0,0,0,0,0,0,0,0.898062818,0.857020946,0.87647229,0.898030444,0.827897005,0.827380861,0.889527174,0.89512045,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.034381869,0.069288635,0.017453383,0.898062818,0.491870387,-0.009238138,0.094432365,0.042597114,0.857020946,0.102298911,-0.012493841,0.091176662,0.039341411,0.87647229,0.129583993,-0.022642466,0.081028037,0.029192786,0.898030444,0.254959586,-0.002599541,0.101070962,0.049235711,0.827897005,0.061544852,-0.01587406,0.087796444,0.035961192,0.827380861,0.164054821,-0.020741453,0.082929051,0.031093799,0.889527174,0.226252553,-0.014947918,0.088722585,0.036887333,0.89512045,0.153942143,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269222.1_Dnm1l,4.783370019,4.801193736,4.801486296,4.769728077,4.77914939,4.805039276,4.819058958,4.813085081,4.810561247,4.818395525,4.819014687,4.777023554,4.807836119,4.806381048,4.818332518,4.804188496,4.802064119,4.812084058,4.794362606,4.823125307,4.808034885,4.798602639,4.800978058,4.816803784,4.692978403,4.734290459,4.704487406,XP_027269222.1_Dnm1l,XP_027269222.1_Dnm1l,TRUE,1.62266E-06,1.06617E-05,7.25119E-08,3.30149E-07,1.23979E-07,2.66689E-07,1.80652E-07,2.9669E-07,not in ct,1,1,1,1,1,1,1,1,8,0.466905012,0.486541795,0.294603354,0.325893334,0.300589246,0.332618105,0.34737505,0.36166486,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.057808984,0.111720204,0.084764594,0.466905012,1.62266E-06,0.047097881,0.101009101,0.074053491,0.486541795,1.06617E-05,0.076694063,0.130605282,0.103649672,0.294603354,7.25119E-08,0.067270223,0.121181443,0.094225833,0.325893334,3.30149E-07,0.073308862,0.127220082,0.100264472,0.300589246,1.23979E-07,0.068571192,0.122482411,0.095526801,0.332618105,2.66689E-07,0.070966567,0.124877786,0.097922177,0.34737505,1.80652E-07,0.067920461,0.121831681,0.094876071,0.36166486,2.9669E-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269258.1_Sun1,4.685508143,4.699689818,4.706064832,4.665928885,4.695439398,4.724946493,4.712220101,4.679135737,4.711228621,4.71481281,4.697131855,4.658013362,4.665517102,4.660688265,4.709125197,4.695135494,4.673524624,4.697803014,4.74319156,4.740790552,4.735391809,4.738331402,4.720675664,4.724463276,4.662978965,4.696498302,4.514598547,XP_027269258.1_Sun1,XP_027269258.1_Sun1,TRUE,0.020114552,0.022767125,0.015092962,0.034020804,0.076053598,0.037007683,0.000640344,0.001734198,not in ct,1,1,1,1,0,1,1,1,7,0.839743555,0.821602555,0.836214977,0.861384748,0.832378846,0.793336058,0.761448154,0.803136369,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.012506377,0.132284944,0.07239566,0.839743555,0.020114552,0.010857038,0.130635604,0.070746321,0.821602555,0.022767125,0.016280266,0.136058832,0.076169549,0.836214977,0.015092962,0.005404788,0.125183355,0.065294071,0.861384748,0.034020804,-0.0061377,0.113640867,0.053751584,0.832378846,0.076053598,0.004239823,0.12401839,0.064129106,0.793336058,0.037007683,0.055210086,0.174988653,0.11509937,0.761448154,0.000640344,0.043242226,0.163020793,0.103131509,0.803136369,0.001734198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269346.1_Wipi2,4.706208333,4.686158432,4.703296207,4.669216111,4.679190091,4.694738027,4.693801463,4.700214203,4.697701166,4.650635859,4.659823857,4.696905794,4.704122607,4.700083331,4.684020075,4.707633279,4.707205934,4.709368677,4.641068962,4.682196091,4.684415503,4.67792205,4.680996065,4.689877945,4.653666925,4.745188851,4.601471194,XP_027269346.1_Wipi2,XP_027269346.1_Wipi2,TRUE,0.162663857,0.522994332,0.179977916,0.915982327,0.196488923,0.073927628,0.912237626,0.470249937,not in ct,0,0,0,0,0,0,0,0,0,0.878845696,0.891469347,0.882078268,0.92057266,0.851919801,0.809468406,0.913602974,0.91272996,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-0.01386964,0.077426975,0.031778667,0.878845696,0.162663857,-0.031375888,0.059920727,0.01427242,0.891469347,0.522994332,-0.01518502,0.076111595,0.030463287,0.882078268,0.179977916,-0.043302128,0.047994488,0.00234618,0.92057266,0.915982327,-0.016348627,0.074947988,0.029299681,0.851919801,0.196488923,-0.004354667,0.086941948,0.04129364,0.809468406,0.073927628,-0.043197113,0.048099503,0.002451195,0.913602974,0.912237626,-0.029491945,0.061804671,0.016156363,0.91272996,0.470249937,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269537.1_B3glct,4.703459937,4.77030832,4.776720511,4.649513663,4.725486327,4.79661834,4.761603559,4.773544232,4.746466357,4.76608954,4.787954627,4.580793905,4.744338167,4.786021488,4.800433776,4.754485614,4.733129641,4.764552531,4.722023215,4.834350789,4.819592604,4.674529787,4.789056697,4.795905189,4.660717716,4.708732253,4.576640208,XP_027269537.1_B3glct,XP_027269537.1_B3glct,TRUE,0.040833885,0.121479783,0.025597429,0.19125418,0.011838588,0.039836836,0.005667426,0.035741425,not in ct,1,0,1,0,1,1,1,1,6,0.853797233,0.860756411,0.846886303,0.893117163,0.790250171,0.795088926,0.819687988,0.870422774,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.004635048,0.198297346,0.101466197,0.853797233,0.040833885,-0.021655097,0.1720072,0.075176051,0.860756411,0.121479783,0.015010175,0.208672472,0.111841324,0.846886303,0.025597429,-0.033915183,0.159747114,0.062915965,0.893117163,0.19125418,0.03140327,0.225065567,0.128234418,0.790250171,0.011838588,0.005194721,0.198857018,0.10202587,0.795088926,0.039836836,0.046460995,0.240123292,0.143292144,0.819687988,0.005667426,0.007636017,0.201298314,0.104467166,0.870422774,0.035741425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269607.1_Gusb,4.727526274,4.75147405,4.733126102,4.716227194,4.711427896,4.718233287,4.725237272,4.755451637,4.741813953,4.711340774,4.738536929,4.775622912,4.730447233,4.746223824,4.741736674,4.731817497,4.753459512,4.746371117,4.713588922,4.733840303,4.731779519,4.72348854,4.751691857,4.705744184,4.681566164,4.729567076,4.539673479,XP_027269607.1_Gusb,XP_027269607.1_Gusb,TRUE,0.005588418,0.031640954,0.004204548,0.003870942,0.004705672,0.003265358,0.013504051,0.012908599,not in ct,1,1,1,1,1,1,1,1,8,0.811273644,0.829862826,0.807473678,0.811073475,0.766355277,0.728804046,0.838609691,0.850763314,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.028359301,0.145853838,0.087106569,0.811273644,0.005588418,0.006279951,0.123774488,0.065027219,0.829862826,0.031640954,0.031818112,0.14931265,0.090565381,0.807473678,0.004204548,0.032817364,0.150311901,0.091564632,0.811073475,0.003870942,0.030453069,0.147947606,0.089200337,0.766355277,0.004705672,0.034866534,0.152361071,0.093613803,0.728804046,0.003265358,0.01738674,0.134881277,0.076134008,0.838609691,0.013504051,0.017958686,0.135453223,0.076705954,0.850763314,0.012908599,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269608.1_Vkorc1l1,4.587154405,4.645575769,4.620612901,4.604388625,4.658434777,4.65164015,4.628515866,4.607691233,4.635245476,4.634454327,4.639316519,4.581743678,4.575208266,4.612968077,4.680598968,4.623186569,4.63404295,4.659049781,4.553070997,4.602497945,4.595035473,4.59616792,4.626713717,4.620667847,4.662327041,4.741319678,4.553905806,XP_027269608.1_Vkorc1l1,XP_027269608.1_Vkorc1l1,TRUE,0.294313726,0.661135417,0.384288333,0.304233427,0.369946964,0.674519604,0.044456143,0.252465778,not in ct,0,0,0,0,0,0,1,0,1,0.889086998,0.896541643,0.894936148,0.901034774,0.864845045,0.859782629,0.861659618,0.902933269,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,-0.101847271,0.032374304,-0.034736483,0.889086998,0.294313726,-0.081473778,0.052747797,-0.014362991,0.896541643,0.661135417,-0.095810771,0.038410805,-0.028699983,0.894936148,0.384288333,-0.101123455,0.033098121,-0.034012667,0.901034774,0.304233427,-0.096703192,0.037518383,-0.029592405,0.864845045,0.369946964,-0.080868529,0.053353046,-0.013757742,0.859782629,0.674519604,-0.136093491,-0.001871916,-0.068982704,0.861659618,0.044456143,-0.105111801,0.029109774,-0.038001014,0.902933269,0.252465778,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269615.1_LOC100754041,4.737661106,4.704943015,4.588598878,4.72918147,4.70466603,4.623301028,4.707419013,4.692905605,4.719946106,4.677132591,4.681390397,4.733685825,4.715467995,4.719256307,4.716197008,4.695371404,4.682584442,4.679118348,4.713565484,4.706282919,4.694324857,4.70379709,4.705439451,4.713876772,4.680346611,4.714790971,4.549119077,XP_027269615.1_LOC100754041,XP_027269615.1_LOC100754041,TRUE,0.409052,0.286378061,0.102700515,0.166306181,0.05814502,0.286687064,0.114419826,0.097596081,not in ct,0,0,0,0,0,0,0,0,0,0.894805679,0.878850908,0.872452172,0.890707862,0.826683099,0.839812692,0.878181398,0.887742129,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,-0.042502362,0.100466588,0.028982113,0.894805679,0.409052,-0.033853852,0.109115098,0.037630623,0.878850908,0.286378061,-0.01281312,0.13015583,0.058671355,0.872452172,0.102700515,-0.022167091,0.12080186,0.049317385,0.890707862,0.166306181,-0.002596258,0.140372692,0.068888217,0.826683099,0.05814502,-0.033878631,0.10909032,0.037605845,0.839812692,0.286687064,-0.014845608,0.128123342,0.056638867,0.878181398,0.114419826,-0.011865591,0.13110336,0.059618884,0.887742129,0.097596081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
XP_027269661.1_Aacs,4.699549162,4.678512225,4.671165095,4.685200747,4.694824943,4.687468442,4.672471307,4.696668091,4.682002959,4.689862943,4.704952719,4.673932248,4.677071025,4.684346261,4.694239043,4.68732789,4.672495348,4.682536707,4.690915123,4.697289249,4.692523204,4.682647675,4.692104264,4.697463255,4.619616682,4.722426498,4.535899352,XP_027269661.1_Aacs,XP_027269661.1_Aacs,TRUE,0.035334085,0.021230115,0.033527827,0.020486153,0.029601646,0.042560789,0.014509092,0.018553553,not in ct,1,1,1,1,1,1,1,1,8,0.85100798,0.819806046,0.852109993,0.850909272,0.811854521,0.796654897,0.840086393,0.85805238,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.004302991,0.109886309,0.05709465,0.85100798,0.035334085,0.010392207,0.115975525,0.063183866,0.819806046,0.021230115,0.004941616,0.110524934,0.057733275,0.852109993,0.033527827,0.010810134,0.116393451,0.063601793,0.850909272,0.020486153,0.006446273,0.112029591,0.059237932,0.811854521,0.029601646,0.002014145,0.107597463,0.054805804,0.796654897,0.042560789,0.014803355,0.120386673,0.067595014,0.840086393,0.014509092,0.011965895,0.117549213,0.064757554,0.85805238,0.018553553,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0
